s.no,status,txn_description,balance,extraction date,extraction time,gender,age,amount,movement,customer_long,customer_lat
2275,authorized,POS,4472.98,19-08-2018,10:19:09,F,26,19.76,debit,149,-34.97
2276,authorized,POS,1128.51,19-08-2018,10:27:33,F,26,16.84,debit,153.4,-27.95
2277,authorized,SALES-POS,3180.19,19-08-2018,10:35:57,F,21,12.89,debit,114.6,-28.8
2278,authorized,SALES-POS,43118.44,19-08-2018,10:44:22,M,22,6.84,debit,145,-37.91
2279,authorized,SALES-POS,16357.58,19-08-2018,10:52:46,M,24,14.66,debit,152.9,-27.49
2280,posted,PAYMENT,32757.16,19-08-2018,11:00:00,M,28,28,debit,151.1,-33.89
2281,posted,INTER BANK,4382.84,19-08-2018,11:00:00,M,43,31,debit,145.1,-37.84
2282,posted,INTER BANK,29341.99,19-08-2018,11:00:00,F,43,38,debit,145.3,-38.03
2283,posted,PAYMENT,8013.27,19-08-2018,11:00:00,M,28,34,debit,147.6,-22.84
2284,authorized,SALES-POS,1112.91,19-08-2018,11:01:19,F,26,15.6,debit,153.4,-27.95
2285,authorized,SALES-POS,4924.73,19-08-2018,11:10:45,M,19,13.89,debit,115.9,-32.07
2286,authorized,SALES-POS,3576.4,19-08-2018,11:20:11,M,18,17.06,debit,153.4,-28.01
2287,authorized,POS,43105.03,19-08-2018,11:29:37,M,22,13.41,debit,145,-37.91
2288,authorized,SALES-POS,3884.19,19-08-2018,11:39:03,M,40,16.96,debit,151.2,-33.96
2289,authorized,SALES-POS,3562.02,19-08-2018,11:48:29,M,18,14.38,debit,153.4,-28.01
2290,authorized,SALES-POS,8047.27,19-08-2018,11:57:55,M,28,25.35,debit,147.6,-22.84
2291,posted,PAYMENT,4887.73,19-08-2018,12:00:00,M,19,37,debit,115.9,-32.07
2292,authorized,POS,1758.35,19-08-2018,12:14:59,F,40,22.49,debit,153.1,-27.66
2293,authorized,SALES-POS,517.29,19-08-2018,12:34:13,M,20,18.16,debit,145,-37.92
2294,authorized,POS,4306.79,19-08-2018,12:53:27,F,27,17.84,debit,116,-32
2295,posted,PHONE BANK,51793.96,19-08-2018,13:00:00,M,78,150,debit,145,-37.82
2296,posted,PAYMENT,4290.04,19-08-2018,13:00:00,F,23,128,debit,145,-37.93
2297,posted,PAYMENT,33158.34,19-08-2018,13:00:00,M,38,80,debit,151.2,-33.9
2298,authorized,SALES-POS,1108.12,19-08-2018,13:13:11,F,26,4.79,debit,153.4,-27.95
2299,authorized,SALES-POS,514.19,19-08-2018,13:33:11,M,20,3.1,debit,145,-37.92
2300,authorized,POS,3533.92,19-08-2018,13:53:11,M,18,28.1,debit,153.4,-28.01
2301,posted,PAYMENT,31654.56,19-08-2018,14:00:00,M,21,72,debit,146.9,-36.07
2302,posted,INTER BANK,3493.92,19-08-2018,14:00:00,M,18,40,debit,153.4,-28.01
2303,authorized,SALES-POS,58764.15,19-08-2018,14:08:21,M,33,36.55,debit,145.1,-37.7
2304,authorized,POS,58672.76,19-08-2018,14:21:00,M,33,91.39,debit,145.1,-37.7
2305,authorized,POS,4012.15,19-08-2018,14:33:40,F,19,12.33,debit,150.8,-34.01
2306,authorized,POS,4293.38,19-08-2018,14:46:19,F,27,13.41,debit,116,-32
2307,authorized,POS,2902.34,19-08-2018,14:58:59,M,20,21.43,debit,151.2,-33.87
2308,authorized,POS,456.43,19-08-2018,15:12:15,F,24,53.03,debit,116,-31.88
2309,authorized,SALES-POS,3944.87,19-08-2018,15:25:35,F,19,67.28,debit,150.8,-34.01
2310,authorized,SALES-POS,1104.01,19-08-2018,15:38:55,F,26,4.11,debit,153.4,-27.95
2311,authorized,POS,5314.92,19-08-2018,15:52:15,M,21,46.76,debit,115.8,-31.82
2312,posted,PAYMENT,1817.12,19-08-2018,16:00:00,M,31,113,debit,150.9,-33.77
2313,authorized,SALES-POS,43074.12,19-08-2018,16:08:44,M,22,30.91,debit,145,-37.91
2314,authorized,SALES-POS,1400.42,19-08-2018,16:29:34,F,64,30.92,debit,147.3,-42.88
2315,authorized,SALES-POS,1208.82,19-08-2018,16:50:24,F,41,11.93,debit,144.9,-37.79
2316,posted,PAYMENT,2020.58,19-08-2018,17:00:00,F,30,22,debit,138.6,-34.93
2317,authorized,POS,3554.85,19-08-2018,17:09:28,F,20,17.37,debit,115.7,-31.79
2318,authorized,SALES-POS,1098.55,19-08-2018,17:27:01,F,26,5.46,debit,153.4,-27.95
2319,authorized,POS,3172.44,19-08-2018,17:44:33,F,21,7.75,debit,114.6,-28.8
2320,posted,PAYMENT,2687.79,19-08-2018,18:00:00,M,31,45,debit,151.1,-33.99
2321,posted,PAYMENT,5002.31,19-08-2018,18:00:00,F,40,73,debit,138.5,-34.96
2322,authorized,POS,5300.07,19-08-2018,18:03:14,M,21,14.85,debit,115.8,-31.82
2323,authorized,POS,9722.01,19-08-2018,18:30:16,M,23,326.69,debit,151.2,-33.76
2324,authorized,POS,1175.3,19-08-2018,18:57:17,F,41,33.52,debit,144.9,-37.79
2325,posted,PAYMENT,4272.04,19-08-2018,19:00:00,F,23,18,debit,145,-37.93
2326,posted,INTER BANK,3466.92,19-08-2018,19:00:00,M,18,27,debit,153.4,-28.01
2327,authorized,SALES-POS,1085.52,19-08-2018,19:16:04,F,26,13.03,debit,153.4,-27.95
2328,authorized,POS,58630.95,19-08-2018,19:33:55,M,33,41.81,debit,145.1,-37.7
2329,authorized,POS,1974.07,19-08-2018,19:51:47,F,30,46.51,debit,138.6,-34.93
2330,posted,PAYMENT,3631.37,19-08-2018,20:00:00,M,29,48,debit,121.4,-30.75
2331,posted,PAYMENT,1377.53,19-08-2018,20:00:00,M,23,42,debit,150.9,-34.37
2332,authorized,SALES-POS,18609,19-08-2018,20:09:09,F,34,20.02,debit,138.5,-35.01
2333,authorized,POS,16325.73,19-08-2018,20:26:06,M,24,31.85,debit,152.9,-27.49
2334,authorized,POS,52555.93,19-08-2018,20:43:03,M,19,13.67,debit,115.9,-31.92
2335,authorized,SALES-POS,799.08,19-08-2018,20:59:59,F,18,9.56,debit,153,-27.48
2336,posted,PAYMENT,749.08,19-08-2018,21:00:00,F,18,50,debit,153,-27.48
2337,authorized,SALES-POS,4362.13,19-08-2018,21:13:19,M,43,20.71,debit,145.1,-37.84
2338,authorized,SALES-POS,31576.01,19-08-2018,21:26:39,M,21,78.55,debit,146.9,-36.07
2339,authorized,SALES-POS,42966.65,19-08-2018,21:39:59,M,22,107.47,debit,145,-37.91
2340,authorized,POS,492.13,19-08-2018,21:53:19,M,20,22.06,debit,145,-37.92
2341,posted,PAYMENT,3859.19,19-08-2018,22:00:00,M,40,25,debit,151.2,-33.96
2342,posted,PAYMENT,4257.47,19-08-2018,22:00:00,M,22,89,debit,151.1,-33.8
2343,authorized,SALES-POS,3918.06,19-08-2018,22:10:24,F,19,26.81,debit,150.8,-34.01
2344,authorized,SALES-POS,1107.32,19-08-2018,22:31:14,F,41,67.98,debit,144.9,-37.79
2345,authorized,SALES-POS,58615.75,19-08-2018,22:52:04,M,33,15.2,debit,145.1,-37.7
2346,authorized,SALES-POS,31543.78,19-08-2018,23:09:15,M,21,32.23,debit,146.9,-36.07
2347,authorized,SALES-POS,3881.72,19-08-2018,23:24:10,F,19,36.34,debit,150.8,-34.01
2348,authorized,SALES-POS,4963.17,19-08-2018,23:39:06,F,40,39.14,debit,138.5,-34.96
2349,authorized,SALES-POS,1744.96,19-08-2018,23:54:01,F,40,13.39,debit,153.1,-27.66
2350,authorized,POS,1070.93,20-08-2018,00:11:59,F,53,11.12,debit,153,-27.51
2351,authorized,SALES-POS,1076.4,20-08-2018,00:31:59,F,26,9.12,debit,153.4,-27.95
2352,authorized,SALES-POS,1068.06,20-08-2018,00:51:59,F,26,8.34,debit,153.4,-27.95
2353,authorized,SALES-POS,3591.75,20-08-2018,01:20:41,M,29,39.62,debit,121.4,-30.75
2354,authorized,SALES-POS,52515.77,20-08-2018,01:55:10,M,19,40.16,debit,115.9,-31.92
2355,posted,INTER BANK,8449.74,20-08-2018,03:00:00,M,39,33,debit,145.1,-37.84
2356,posted,INTER BANK,2760.13,20-08-2018,03:00:00,F,19,24,debit,145.1,-37.76
2357,posted,PAYMENT,2645.41,20-08-2018,04:00:00,F,30,66,debit,145,-37.85
2358,posted,PAYMENT,51646.96,20-08-2018,05:00:00,M,78,147,debit,145,-37.82
2359,posted,PAYMENT,4257.69,20-08-2018,05:00:00,M,22,34,debit,145,-37.88
2360,posted,PAYMENT,2822.27,20-08-2018,06:00:00,F,35,35,debit,138.6,-34.84
2361,authorized,POS,16305.91,20-08-2018,07:25:59,M,24,19.82,debit,152.9,-27.49
2362,posted,INTER BANK,189405.45,20-08-2018,08:00:00,F,40,51,debit,143.8,-37.66
2363,authorized,SALES-POS,4322.62,20-08-2018,08:18:51,M,43,39.51,debit,145.1,-37.84
2364,authorized,POS,2094.89,20-08-2018,08:47:25,M,37,10.73,debit,153.3,-27.93
2365,posted,INTER BANK,16266.91,20-08-2018,09:00:00,M,24,39,debit,152.9,-27.49
2366,authorized,POS,9683.01,20-08-2018,09:02:23,M,23,39,debit,151.2,-33.76
2367,authorized,POS,2263.47,20-08-2018,09:06:39,F,47,42.91,debit,115.7,-32.28
2368,authorized,SALES-POS,3555.91,20-08-2018,09:10:56,M,29,35.84,debit,121.4,-30.75
2369,authorized,SALES-POS,2240.45,20-08-2018,09:15:12,F,47,23.02,debit,115.7,-32.28
2370,authorized,SALES-POS,991.27,20-08-2018,09:19:29,M,25,6.43,debit,145.7,-17.03
2371,authorized,SALES-POS,1062.06,20-08-2018,09:23:45,F,26,6,debit,153.4,-27.95
2372,authorized,POS,6922.84,20-08-2018,09:28:02,M,52,18.44,debit,116,-31.87
2373,authorized,SALES-POS,9578.01,20-08-2018,09:32:18,M,23,105,debit,151.2,-33.76
2374,authorized,POS,3854.14,20-08-2018,09:36:34,F,19,27.58,debit,150.8,-34.01
2375,authorized,POS,4270,20-08-2018,09:40:51,F,27,23.38,debit,116,-32
2376,authorized,SALES-POS,2235.23,20-08-2018,09:45:07,F,47,5.22,debit,115.7,-32.28
2377,authorized,POS,8396.35,20-08-2018,09:49:24,M,39,53.39,debit,145.1,-37.84
2378,authorized,POS,6826.33,20-08-2018,09:53:40,M,26,12.56,debit,144.8,-37.69
2379,authorized,SALES-POS,52481.83,20-08-2018,09:57:56,M,19,33.94,debit,115.9,-31.92
2380,authorized,POS,5279.76,20-08-2018,10:04:43,M,21,20.31,debit,115.8,-31.82
2381,authorized,POS,3838.83,20-08-2018,10:13:49,F,19,15.31,debit,150.8,-34.01
2382,authorized,POS,3786.89,20-08-2018,10:22:54,F,19,51.94,debit,150.8,-34.01
2383,authorized,POS,473.44,20-08-2018,10:31:59,M,20,18.69,debit,145,-37.92
2384,authorized,POS,1338.02,20-08-2018,10:41:05,F,24,315.39,debit,145.4,-37.74
2385,authorized,POS,1736.53,20-08-2018,10:50:10,F,40,8.43,debit,153.1,-27.66
2386,authorized,POS,2900.47,20-08-2018,10:59:16,F,30,23.09,debit,149.8,-29.47
2387,posted,PAY/SALARY,8858.41,20-08-2018,11:00:00,M,21,3578.65,credit,115.8,-31.82
2388,posted,PAY/SALARY,4134.06,20-08-2018,11:00:00,F,34,1711.39,credit,151,-33.77
2389,posted,PAYMENT,4088.06,20-08-2018,11:00:00,F,34,46,debit,151,-33.77
2390,posted,PAYMENT,52444.83,20-08-2018,11:00:00,M,19,37,debit,115.9,-31.92
2391,posted,PAY/SALARY,2628.62,20-08-2018,11:00:00,F,40,892.09,credit,153.1,-27.66
2392,posted,PAY/SALARY,7961.21,20-08-2018,11:00:00,M,29,4405.3,credit,121.4,-30.75
2393,posted,PAYMENT,33116.34,20-08-2018,11:00:00,M,38,42,debit,151.2,-33.9
2394,posted,PAY/SALARY,193621.49,20-08-2018,11:00:00,F,40,4216.04,credit,143.8,-37.66
2395,authorized,POS,16252.34,20-08-2018,11:15:51,M,24,14.57,debit,152.9,-27.49
2396,authorized,SALES-POS,1701.91,20-08-2018,11:33:06,F,18,20,debit,150.7,-33.64
2397,authorized,POS,2080.22,20-08-2018,11:50:20,M,37,14.67,debit,153.3,-27.93
2398,posted,PAY/SALARY,3685.22,20-08-2018,12:00:00,F,35,862.95,credit,138.6,-34.84
2399,authorized,POS,8015.31,20-08-2018,12:10:13,F,39,54.08,debit,151,-33.8
2400,authorized,POS,4178.13,20-08-2018,12:33:29,F,27,91.87,debit,116,-32
2401,authorized,POS,1034.92,20-08-2018,12:56:44,F,24,303.1,debit,145.4,-37.74
2402,posted,PAY/SALARY,62647.22,20-08-2018,13:00:00,M,40,8835.98,credit,115.8,-31.9
2403,posted,PAY/SALARY,108791.32,20-08-2018,13:00:00,M,42,3231.26,credit,148.1,-23.52
2404,posted,PAY/SALARY,6910.63,20-08-2018,13:00:00,M,43,2588.01,credit,145.1,-37.84
2405,posted,PAY/SALARY,3532.33,20-08-2018,13:00:00,M,27,1396.23,credit,144.7,-37.58
2406,posted,PAY/SALARY,30006.42,20-08-2018,13:00:00,F,43,664.43,credit,145.3,-38.03
2407,posted,PAY/SALARY,2094.76,20-08-2018,13:00:00,F,24,1059.84,credit,145.4,-37.74
2408,posted,PAY/SALARY,5878.28,20-08-2018,13:00:00,M,19,990.55,credit,115.9,-32.07
2409,authorized,POS,2070.86,20-08-2018,13:20:28,M,37,9.36,debit,153.3,-27.93
2410,authorized,POS,2612.44,20-08-2018,13:44:17,F,40,16.18,debit,153.1,-27.66
2411,posted,PAYMENT,8818.41,20-08-2018,14:00:00,M,21,40,debit,115.8,-31.82
2412,posted,PAY/SALARY,6139.55,20-08-2018,14:00:00,M,40,2280.36,credit,151.2,-33.96
2413,posted,PAYMENT,32737.16,20-08-2018,14:00:00,M,28,20,debit,151.1,-33.89
2414,posted,PAY/SALARY,4537.19,20-08-2018,14:00:00,F,30,1636.72,credit,149.8,-29.47
2415,authorized,POS,3544.46,20-08-2018,14:08:43,F,20,10.39,debit,115.7,-31.79
2416,authorized,POS,2590.44,20-08-2018,14:34:21,F,40,22,debit,153.1,-27.66
2417,authorized,SALES-POS,1428.23,20-08-2018,14:59:59,M,42,165.26,debit,150.9,-33.78
2418,posted,INTER BANK,2572.02,20-08-2018,15:00:00,F,30,55,debit,145,-37.85
2419,posted,PAYMENT,4250.04,20-08-2018,15:00:00,F,23,22,debit,145,-37.93
2420,authorized,SALES-POS,2627.02,20-08-2018,15:19:59,F,30,18.39,debit,145,-37.85
2421,authorized,POS,7948.7,20-08-2018,15:39:59,F,39,66.61,debit,151,-33.8
2422,authorized,SALES-POS,2318.05,20-08-2018,15:59:59,F,34,17.81,debit,130.9,-12.37
2423,authorized,POS,3435.2,20-08-2018,16:28:34,M,69,22.06,debit,144.9,-37.76
2424,authorized,SALES-POS,2535.92,20-08-2018,16:57:08,F,30,36.1,debit,145,-37.85
2425,posted,PAYMENT,2724.13,20-08-2018,17:00:00,F,19,36,debit,145.1,-37.76
2426,posted,PAYMENT,2030.91,20-08-2018,17:00:00,F,24,53,debit,145.4,-37.74
2427,posted,PAY/SALARY,10551.95,20-08-2018,17:00:00,M,28,2538.68,credit,147.6,-22.84
2428,posted,PAY/SALARY,7764.35,20-08-2018,17:00:00,F,19,3977.46,credit,150.8,-34.01
2429,authorized,POS,2083.91,20-08-2018,17:29:01,F,24,10.85,debit,145.4,-37.74
2430,authorized,SALES-POS,2578.05,20-08-2018,18:01:25,F,40,12.39,debit,153.1,-27.66
2431,authorized,POS,8802.46,20-08-2018,18:37:08,M,21,15.95,debit,115.8,-31.82
2432,posted,PAYMENT,3411.92,20-08-2018,19:00:00,M,18,55,debit,153.4,-28.01
2433,authorized,SALES-POS,439.97,20-08-2018,19:15:39,F,24,16.46,debit,116,-31.88
2434,authorized,POS,1909.52,20-08-2018,19:59:07,F,21,24.88,debit,130.8,-12.45
2435,posted,PAYMENT,3371.2,20-08-2018,20:00:00,M,69,64,debit,144.9,-37.76
2436,posted,PAYMENT,108758.32,20-08-2018,20:00:00,M,42,33,debit,148.1,-23.52
2437,posted,PAYMENT,688.08,20-08-2018,20:00:00,F,18,61,debit,153,-27.48
2438,authorized,POS,42956.84,20-08-2018,20:31:36,M,22,9.81,debit,145,-37.91
2439,authorized,POS,1090.83,20-08-2018,21:03:38,F,41,16.49,debit,144.9,-37.79
2440,authorized,POS,410.92,20-08-2018,21:33:56,F,24,29.05,debit,116,-31.88
2441,posted,PAYMENT,5847.28,20-08-2018,22:00:00,M,19,31,debit,115.9,-32.07
2442,authorized,POS,2240.29,20-08-2018,22:04:30,F,34,77.76,debit,130.9,-12.37
2443,authorized,POS,1887.92,20-08-2018,22:36:46,F,21,21.6,debit,130.8,-12.45
2444,posted,PAYMENT,6765.33,20-08-2018,23:00:00,M,26,61,debit,144.8,-37.69
2445,authorized,POS,2514.96,20-08-2018,23:09:01,F,30,20.96,debit,145,-37.85
2446,authorized,SALES-POS,1887.61,20-08-2018,23:41:17,F,30,86.46,debit,138.6,-34.93
2447,authorized,POS,8772.76,21-08-2018,00:11:39,M,21,29.7,debit,115.8,-31.82
2448,authorized,POS,384.65,21-08-2018,00:39:26,F,24,26.27,debit,116,-31.88
2449,authorized,SALES-POS,354.99,21-08-2018,01:05:31,F,24,29.66,debit,116,-31.88
2450,authorized,POS,2061.42,21-08-2018,01:26:48,M,37,9.44,debit,153.3,-27.93
2451,authorized,SALES-POS,3308.52,21-08-2018,01:48:05,M,44,35.84,debit,145.1,-37.9
2452,posted,PAYMENT,2344.01,21-08-2018,02:00:00,M,28,188,debit,144.9,-37.42
2453,posted,INTER BANK,1042.06,21-08-2018,02:00:00,F,26,20,debit,153.4,-27.95
2454,posted,INTER BANK,5763.53,21-08-2018,03:00:00,F,35,17,debit,144.9,-37.84
2455,posted,PHONE BANK,7918.21,21-08-2018,03:00:00,M,29,43,debit,121.4,-30.75
2456,posted,INTER BANK,3675.56,21-08-2018,04:00:00,F,21,20,debit,145,-37.95
2457,posted,PAYMENT,32707.16,21-08-2018,04:00:00,M,28,30,debit,151.1,-33.89
2458,authorized,SALES-POS,2050.04,21-08-2018,04:12:29,M,37,11.38,debit,153.3,-27.93
2459,posted,INTER BANK,8229.36,21-08-2018,05:00:00,M,38,42,debit,143.8,-37.66
2460,posted,PAYMENT,2220.29,21-08-2018,05:00:00,F,34,20,debit,130.9,-12.37
2461,posted,PAYMENT,7927.7,21-08-2018,06:00:00,F,39,21,debit,151,-33.8
2462,authorized,SALES-POS,1066.32,21-08-2018,06:19:59,F,41,24.51,debit,144.9,-37.79
2463,posted,PAYMENT,9235.18,21-08-2018,07:00:00,M,20,39,debit,138.5,-35.27
2464,posted,PAYMENT,3801.08,21-08-2018,07:00:00,M,20,34,debit,145.2,-37.86
2465,posted,PAYMENT,1006.06,21-08-2018,07:00:00,F,26,36,debit,153.4,-27.95
2466,posted,PAYMENT,4847.17,21-08-2018,07:00:00,F,40,116,debit,138.5,-34.96
2467,authorized,SALES-POS,3660.85,21-08-2018,07:44:42,F,35,24.37,debit,138.6,-34.84
2468,posted,PAYMENT,5727.53,21-08-2018,08:00:00,F,35,36,debit,144.9,-37.84
2469,posted,PAYMENT,1512.91,21-08-2018,08:00:00,F,18,189,debit,150.7,-33.64
2470,authorized,SALES-POS,9370.01,21-08-2018,08:13:57,M,23,208,debit,151.2,-33.76
2471,authorized,SALES-POS,1039,21-08-2018,08:32:49,F,53,31.93,debit,153,-27.51
2472,authorized,SALES-POS,58500.29,21-08-2018,08:51:41,M,33,115.46,debit,145.1,-37.7
2473,posted,INTER BANK,32678.16,21-08-2018,09:00:00,M,28,29,debit,151.1,-33.89
2474,posted,PAYMENT,7710.35,21-08-2018,09:00:00,F,19,54,debit,150.8,-34.01
2475,authorized,SALES-POS,3289.99,21-08-2018,09:02:19,M,44,18.53,debit,145.1,-37.9
2476,authorized,POS,9364.54,21-08-2018,09:06:28,M,23,5.47,debit,151.2,-33.76
2477,authorized,POS,975.48,21-08-2018,09:10:37,F,26,30.58,debit,153.4,-27.95
2478,authorized,SALES-POS,2479.53,21-08-2018,09:14:46,F,30,35.43,debit,145,-37.85
2479,authorized,POS,971.15,21-08-2018,09:18:55,F,26,4.33,debit,153.4,-27.95
2480,authorized,POS,3208.04,21-08-2018,09:23:04,M,44,81.95,debit,145.1,-37.9
2481,authorized,SALES-POS,326.22,21-08-2018,09:27:13,F,24,28.77,debit,116,-31.88
2482,authorized,SALES-POS,682.78,21-08-2018,09:31:22,F,18,5.3,debit,153,-27.48
2483,authorized,POS,6127.43,21-08-2018,09:35:31,M,40,12.12,debit,151.2,-33.96
2484,authorized,SALES-POS,6109.89,21-08-2018,09:39:40,M,40,17.54,debit,151.2,-33.96
2485,authorized,POS,16237.66,21-08-2018,09:43:49,M,24,14.68,debit,152.9,-27.49
2486,authorized,POS,2470.25,21-08-2018,09:47:58,F,30,9.28,debit,145,-37.85
2487,authorized,SALES-POS,2015.46,21-08-2018,09:52:06,F,24,15.45,debit,145.4,-37.74
2488,authorized,SALES-POS,52427.62,21-08-2018,09:56:15,M,19,17.21,debit,115.9,-31.92
2489,posted,PAYMENT,2901.18,21-08-2018,10:00:00,M,25,89,debit,115.7,-31.94
2490,authorized,SALES-POS,10496.71,21-08-2018,10:01:05,M,28,55.24,debit,147.6,-22.84
2491,authorized,POS,1877.09,21-08-2018,10:12:05,F,21,10.83,debit,130.8,-12.45
2492,authorized,POS,9345.53,21-08-2018,10:23:04,M,23,19.01,debit,151.2,-33.76
2493,authorized,SALES-POS,3526.87,21-08-2018,10:34:03,F,20,17.59,debit,115.7,-31.79
2494,authorized,POS,445.22,21-08-2018,10:45:03,M,20,28.22,debit,145,-37.92
2495,authorized,SALES-POS,2892.23,21-08-2018,10:56:02,M,20,10.11,debit,151.2,-33.87
2496,posted,PAYMENT,5682.53,21-08-2018,11:00:00,F,35,45,debit,144.9,-37.84
2497,posted,PAY/SALARY,7544.15,21-08-2018,11:00:00,M,18,4132.23,credit,153.4,-28.01
2498,authorized,POS,4165.77,21-08-2018,11:05:25,F,27,12.36,debit,116,-32
2499,authorized,SALES-POS,7914.58,21-08-2018,11:13:53,F,39,13.12,debit,151,-33.8
2500,authorized,POS,3515.49,21-08-2018,11:22:22,F,20,11.38,debit,115.7,-31.79
2501,authorized,SALES-POS,4156.02,21-08-2018,11:30:50,F,27,9.75,debit,116,-32
2502,authorized,SALES-POS,8757.16,21-08-2018,11:39:19,M,21,15.6,debit,115.8,-31.82
2503,authorized,POS,6074.8,21-08-2018,11:47:47,M,40,35.09,debit,151.2,-33.96
2504,authorized,POS,3156.41,21-08-2018,11:56:16,F,21,16.03,debit,114.6,-28.8
2505,posted,PAY/SALARY,8125.77,21-08-2018,12:00:00,F,35,2443.24,credit,144.9,-37.84
2506,posted,PAYMENT,4071.04,21-08-2018,12:00:00,F,23,179,debit,145,-37.93
2507,authorized,POS,660.16,21-08-2018,12:11:54,F,18,22.62,debit,153,-27.48
2508,authorized,SALES-POS,2412.15,21-08-2018,12:33:11,F,30,58.1,debit,145,-37.85
2509,authorized,POS,9307.27,21-08-2018,12:54:28,M,23,38.26,debit,151.2,-33.76
2510,posted,PAY/SALARY,2813.36,21-08-2018,13:00:00,M,31,996.24,credit,150.9,-33.77
2511,authorized,SALES-POS,4105.34,21-08-2018,13:16:05,F,27,50.68,debit,116,-32
2512,authorized,POS,42917.16,21-08-2018,13:37:49,M,22,39.68,debit,145,-37.91
2513,authorized,SALES-POS,2041.68,21-08-2018,13:59:33,M,37,8.36,debit,153.3,-27.93
2514,posted,PAYMENT,18542.65,21-08-2018,14:00:00,F,34,39,debit,138.5,-35.01
2515,posted,PAY/SALARY,2017.93,21-08-2018,14:00:00,F,18,761.33,credit,138.6,-34.89
2516,posted,PAYMENT,3504.33,21-08-2018,14:00:00,M,27,28,debit,144.7,-37.58
2517,posted,PAY/SALARY,4193.48,21-08-2018,14:00:00,F,21,1037.07,credit,114.6,-28.8
2518,authorized,SALES-POS,18581.65,21-08-2018,14:12:43,F,34,27.35,debit,138.5,-35.01
2519,authorized,POS,7889.84,21-08-2018,14:25:42,F,39,24.74,debit,151,-33.8
2520,authorized,POS,4081.52,21-08-2018,14:38:42,F,27,23.82,debit,116,-32
2521,authorized,POS,1045.71,21-08-2018,14:51:41,F,41,20.61,debit,144.9,-37.79
2522,posted,PAYMENT,883,21-08-2018,15:00:00,F,53,156,debit,153,-27.51
2523,posted,PAYMENT,2216.25,21-08-2018,15:00:00,F,25,32,debit,115.7,-31.72
2524,authorized,SALES-POS,2674.01,21-08-2018,15:03:06,M,31,13.78,debit,151.1,-33.99
2525,authorized,SALES-POS,1487.33,21-08-2018,15:11:43,F,18,25.58,debit,150.7,-33.64
2526,authorized,POS,1379.75,21-08-2018,15:20:20,F,64,20.67,debit,147.3,-42.88
2527,authorized,SALES-POS,4184.76,21-08-2018,15:28:57,F,21,8.72,debit,114.6,-28.8
2528,authorized,SALES-POS,2005.82,21-08-2018,15:37:35,F,24,9.64,debit,145.4,-37.74
2529,authorized,SALES-POS,3502.01,21-08-2018,15:46:12,F,20,13.48,debit,115.7,-31.79
2530,authorized,POS,4176.25,21-08-2018,15:54:49,F,21,8.51,debit,114.6,-28.8
2531,posted,PAY/SALARY,1853.47,21-08-2018,16:00:00,F,53,970.47,credit,153,-27.51
2532,posted,PAY/SALARY,36477.74,21-08-2018,16:00:00,M,42,1757.82,credit,144.9,-37.84
2533,posted,PAYMENT,2855.18,21-08-2018,16:00:00,M,25,46,debit,115.7,-31.94
2534,authorized,SALES-POS,3891.76,21-08-2018,16:08:41,F,27,189.76,debit,116,-32
2535,authorized,SALES-POS,3876.7,21-08-2018,16:30:26,F,27,15.06,debit,116,-32
2536,authorized,SALES-POS,1036.63,21-08-2018,16:52:10,F,41,9.08,debit,144.9,-37.79
2537,posted,PAYMENT,3194.89,21-08-2018,17:00:00,M,44,27,debit,144.7,-37.73
2538,posted,PAY/SALARY,2084.79,21-08-2018,17:00:00,M,38,1002.13,credit,151.2,-33.94
2539,posted,PAY/SALARY,1544.92,21-08-2018,17:00:00,M,20,1099.7,credit,145,-37.92
2540,posted,PAY/SALARY,3507.7,21-08-2018,17:00:00,F,47,1272.47,credit,115.7,-32.28
2541,posted,INTER BANK,1408.23,21-08-2018,17:00:00,M,42,20,debit,150.9,-33.78
2542,posted,PAY/SALARY,5737.9,21-08-2018,17:00:00,F,34,3517.61,credit,130.9,-12.37
2543,posted,PAY/SALARY,2360.24,21-08-2018,17:00:00,M,23,982.71,credit,150.9,-34.37
2544,authorized,POS,1996.73,21-08-2018,17:11:51,F,24,9.09,debit,145.4,-37.74
2545,authorized,SALES-POS,4162.31,21-08-2018,17:30:22,F,21,13.94,debit,114.6,-28.8
2546,authorized,SALES-POS,1922.1,21-08-2018,17:48:53,F,35,130.08,debit,150.6,-33.76
2547,posted,PAYMENT,15501.73,21-08-2018,18:00:00,F,46,45,debit,151,-33.91
2548,posted,INTER BANK,33087.34,21-08-2018,18:00:00,M,38,29,debit,151.2,-33.9
2549,posted,PAYMENT,193592.49,21-08-2018,18:00:00,F,40,29,debit,143.8,-37.66
2550,authorized,SALES-POS,2029.05,21-08-2018,18:13:19,M,37,12.63,debit,153.3,-27.93
2551,authorized,SALES-POS,4079.28,21-08-2018,18:46:39,F,34,8.78,debit,151,-33.77
2552,posted,PAYMENT,4084.31,21-08-2018,19:00:00,F,21,78,debit,114.6,-28.8
2553,authorized,POS,3482.43,21-08-2018,19:12:29,M,27,21.9,debit,144.7,-37.58
2554,authorized,SALES-POS,3494.44,21-08-2018,19:33:19,F,20,7.57,debit,115.7,-31.79
2555,authorized,SALES-POS,2401.38,21-08-2018,19:54:09,F,30,10.77,debit,145,-37.85
2556,posted,PAYMENT,6902.84,21-08-2018,20:00:00,M,52,20,debit,116,-31.87
